2026-04-14 17:49:57,14,0,15.56,8.77,76.0,1
2026-04-14 17:49:57,14,0,15.56,8.77,76.0,1
2026-04-14 17:49:58,14,0,15.56,8.77,84.0,1
2026-04-14 17:49:58,15,0,16.67,8.77,62.0,1
2026-04-14 17:49:59,15,0,16.67,8.77,54.0,1
2026-04-14 17:49:59,17,0,18.89,8.77,58.0,1
2026-04-14 17:50:00,17,0,18.89,8.77,58.0,1
2026-04-14 17:50:00,17,0,18.89,8.77,58.0,1
2026-04-14 17:50:01,17,0,18.89,8.77,90.0,1
2026-04-14 17:50:01,17,0,18.89,8.77,90.0,1
2026-04-14 17:50:02,16,0,17.78,14.85,96.0,2
2026-04-14 17:50:02,18,0,20.0,14.85,108.0,2
2026-04-14 17:50:03,18,0,20.0,14.85,108.0,2
2026-04-14 17:50:03,19,0,21.11,14.85,62.0,2
2026-04-14 17:50:04,19,0,21.11,14.85,54.0,2
2026-04-14 17:50:04,19,0,21.11,14.85,62.0,2
2026-04-14 17:50:05,19,0,21.11,14.85,70.0,2
2026-04-14 17:50:05,21,0,23.33,14.85,90.0,2
2026-04-14 17:50:06,21,0,23.33,14.85,90.0,2
2026-04-14 17:50:06,21,0,23.33,14.85,90.0,2
2026-04-14 17:50:07,19,0,21.11,16.09,78.0,4
2026-04-14 17:50:07,19,0,21.11,16.09,86.0,4
2026-04-14 17:50:08,20,0,22.22,16.09,96.0,4
2026-04-14 17:50:08,22,0,24.44,16.09,84.0,4
2026-04-14 17:50:09,22,0,24.44,16.09,76.0,4
2026-04-14 17:50:09,22,0,24.44,16.09,92.0,4
2026-04-14 17:50:10,22,0,24.44,16.09,92.0,4
2026-04-14 17:50:10,22,0,24.44,16.09,108.0,4
2026-04-14 17:50:11,23,0,25.56,16.09,134.0,4
2026-04-14 17:50:11,23,0,25.56,17.69,126.0,5
2026-04-14 17:50:12,23,0,25.56,17.69,142.0,5
2026-04-14 17:50:12,23,0,25.56,17.69,142.0,5
2026-04-14 17:50:13,23,0,25.56,17.69,142.0,5
2026-04-14 17:50:13,23,0,25.56,18.61,118.0,6
2026-04-14 17:50:14,23,0,25.56,18.61,118.0,6
2026-04-14 17:50:14,25,0,27.78,18.61,122.0,6
2026-04-14 17:50:15,25,0,27.78,18.61,130.0,6
2026-04-14 17:50:15,24,0,26.67,20.54,144.0,7
2026-04-14 17:50:16,24,0,26.67,20.54,160.0,7
2026-04-14 17:50:16,24,0,26.67,20.54,160.0,7
2026-04-14 17:50:17,24,0,26.67,19.44,168.0,8
2026-04-14 17:50:17,25,0,27.78,19.44,162.0,8
2026-04-14 17:50:18,25,0,27.78,20.61,170.0,9
2026-04-14 17:50:18,24,0,26.67,19.56,104.0,10
2026-04-14 17:50:19,24,0,26.67,19.56,96.0,10
2026-04-14 17:50:19,24,0,26.67,19.56,88.0,10
2026-04-14 17:50:20,25,0,27.78,18.85,98.0,11
2026-04-14 17:50:20,23,0,25.56,20.83,78.0,13
2026-04-14 17:50:21,22,0,24.44,21.53,76.0,14
2026-04-14 17:50:21,22,0,24.44,21.53,76.0,14
2026-04-14 17:50:22,21,0,23.33,20.81,74.0,15
2026-04-14 17:50:22,20,0,22.22,20.95,72.0,16
2026-04-14 17:50:23,23,0,25.56,20.95,102.0,16
2026-04-14 17:50:23,23,0,25.56,20.95,70.0,16
2026-04-14 17:50:24,23,0,25.56,20.95,78.0,16
2026-04-14 17:50:24,22,0,24.44,21.93,60.0,17
2026-04-14 17:50:25,21,0,23.33,21.3,50.0,18
2026-04-14 17:50:25,21,0,23.33,21.3,66.0,18
2026-04-14 17:50:26,20,0,22.22,21.92,72.0,19
2026-04-14 17:50:26,22,0,24.44,21.92,84.0,19
2026-04-14 17:50:27,21,0,23.33,21.26,90.0,20
2026-04-14 17:50:27,21,0,23.33,21.26,114.0,20
2026-04-14 17:50:28,20,0,22.22,21.75,104.0,21
2026-04-14 17:50:28,21,0,23.33,21.75,106.0,21
2026-04-14 17:50:29,21,0,23.33,21.75,106.0,21
2026-04-14 17:50:29,23,0,25.56,21.75,118.0,21
2026-04-14 17:50:30,23,0,25.56,21.75,126.0,21
2026-04-14 17:50:30,23,0,25.56,21.75,158.0,21
2026-04-14 17:50:31,23,0,25.56,21.75,158.0,21
2026-04-14 17:50:31,23,0,25.56,21.75,166.0,21
2026-04-14 17:50:32,23,0,25.56,21.3,174.0,22
2026-04-14 17:50:32,24,0,26.67,21.3,176.0,22
2026-04-14 17:50:33,24,0,26.67,21.3,184.0,22
2026-04-14 17:50:33,24,0,26.67,21.69,112.0,23
2026-04-14 17:50:34,23,0,25.56,21.86,86.0,24
2026-04-14 17:50:34,23,0,25.56,21.86,78.0,24
2026-04-14 17:50:35,23,0,25.56,21.86,78.0,24
2026-04-14 17:50:35,24,0,26.67,22.67,80.0,25
2026-04-14 17:50:36,24,0,26.67,22.67,80.0,25
2026-04-14 17:50:36,24,0,26.67,22.67,80.0,25
2026-04-14 17:50:37,23,0,25.56,22.57,78.0,26
2026-04-14 17:50:37,22,0,24.44,23.27,84.0,27
2026-04-14 17:50:38,22,0,24.44,23.27,84.0,27
2026-04-14 17:50:38,25,0,27.78,23.27,58.0,27
2026-04-14 17:50:39,24,0,26.67,23.85,64.0,28
2026-04-14 17:50:39,24,0,26.67,23.85,88.0,28
2026-04-14 17:50:40,24,0,26.67,23.85,96.0,28
2026-04-14 17:50:40,24,0,26.67,23.85,88.0,28
2026-04-14 17:50:41,24,0,26.67,24.06,96.0,30
2026-04-14 17:50:41,23,0,25.56,23.58,78.0,31
2026-04-14 17:50:42,22,0,24.44,23.8,76.0,32
2026-04-14 17:50:42,22,0,24.44,23.8,76.0,32
2026-04-14 17:50:43,22,0,24.44,23.8,84.0,32
2026-04-14 17:50:43,23,0,25.56,23.8,102.0,32
2026-04-14 17:50:44,21,0,23.33,24.54,82.0,34
2026-04-14 17:50:44,22,0,24.44,24.44,92.0,35
2026-04-14 17:50:45,22,0,24.44,24.44,116.0,35
2026-04-14 17:50:45,22,0,24.44,24.44,108.0,35
