Timestamp,Active_Cars,Roadblocks,Congestion_Percent,Average_Time_Sec
2026-04-12 05:21:38,0,0,0.0,0.0
2026-04-12 05:21:38,0,0,0.0,0.0
2026-04-12 05:21:38,0,0,0.0,0.0
2026-04-12 05:21:38,0,0,0.0,0.0
2026-04-12 05:21:38,0,0,0.0,0.0
2026-04-12 05:21:38,0,0,0.0,0.0
2026-04-12 05:21:39,0,0,0.0,0.0
2026-04-12 05:21:39,0,0,0.0,0.0
2026-04-12 05:21:40,0,0,0.0,0.0
2026-04-12 05:21:40,0,0,0.0,0.0
2026-04-12 05:21:41,0,0,0.0,0.0
2026-04-12 05:21:41,0,0,0.0,0.0
2026-04-12 05:21:42,0,0,0.0,0.0
2026-04-12 05:21:42,0,0,0.0,0.0
2026-04-12 05:21:43,0,0,0.0,0.0
2026-04-12 05:21:43,0,0,0.0,0.0
2026-04-12 05:21:44,0,0,0.0,0.0
2026-04-12 05:21:44,0,0,0.0,0.0
2026-04-12 05:21:45,0,0,0.0,0.0
2026-04-12 05:21:45,0,0,0.0,0.0
2026-04-12 05:21:46,0,0,0.0,0.0
2026-04-12 05:21:46,0,0,0.0,0.0
2026-04-12 05:21:47,0,0,0.0,0.0
2026-04-12 05:21:47,0,0,0.0,0.0
2026-04-12 05:21:48,0,0,0.0,0.0
2026-04-12 05:21:48,0,0,0.0,0.0
2026-04-12 05:21:49,0,0,0.0,0.0
2026-04-12 05:21:49,0,0,0.0,0.0
2026-04-12 05:21:50,0,0,0.0,0.0
2026-04-12 05:21:50,0,0,0.0,0.0
2026-04-12 05:21:51,4,0,2.0,0.0
2026-04-12 05:21:51,4,0,2.0,0.0
2026-04-12 05:21:52,4,0,2.0,0.0
2026-04-12 05:21:52,4,0,2.0,0.0
2026-04-12 05:21:53,5,0,2.5,0.0
2026-04-12 05:21:53,8,0,4.0,0.0
2026-04-12 05:21:54,9,0,4.5,0.0
2026-04-12 05:21:54,9,0,4.5,0.0
2026-04-12 05:21:55,11,0,5.5,0.0
2026-04-12 05:21:55,11,0,5.5,0.0
2026-04-12 05:21:56,15,0,7.5,0.0
2026-04-12 05:21:56,16,0,8.0,0.0
2026-04-12 05:21:57,17,0,8.5,0.0
2026-04-12 05:21:57,19,0,9.5,0.0
2026-04-12 05:21:58,20,0,10.0,0.0
2026-04-12 05:21:58,24,0,12.0,0.0
2026-04-12 05:21:59,24,0,12.0,0.0
2026-04-12 05:21:59,24,0,12.0,0.0
2026-04-12 05:22:00,25,0,12.0,0.0
2026-04-12 05:22:00,25,0,12.0,0.0
2026-04-12 05:22:01,28,0,13.5,0.0
2026-04-12 05:22:01,28,0,13.5,0.0
2026-04-12 05:22:02,28,0,13.5,0.0
2026-04-12 05:22:02,29,0,13.5,0.0
2026-04-12 05:22:03,28,0,13.5,10.25
2026-04-12 05:22:03,31,0,15.0,10.25
2026-04-12 05:22:04,30,0,14.5,6.64
2026-04-12 05:22:04,30,0,15.0,6.64
2026-04-12 05:22:05,31,0,15.0,7.77
2026-04-12 05:22:05,31,0,15.5,7.77
2026-04-12 05:22:06,34,0,16.5,7.77
2026-04-12 05:22:06,34,0,16.5,7.77
2026-04-12 05:22:07,34,0,17.0,7.77
2026-04-12 05:22:07,34,0,16.5,7.96
2026-04-12 05:22:08,33,0,16.0,8.24
2026-04-12 05:22:08,36,0,17.0,8.24
2026-04-12 05:22:09,35,0,16.5,9.05
2026-04-12 05:22:09,34,0,16.5,8.27
2026-04-12 05:22:10,34,0,16.0,8.4
2026-04-12 05:22:10,34,0,16.0,8.4
2026-04-12 05:22:11,37,0,18.0,8.4
2026-04-12 05:22:11,37,0,18.5,8.4
2026-04-12 05:22:12,37,0,18.5,8.4
2026-04-12 05:22:12,38,0,19.0,8.4
2026-04-12 05:22:13,36,0,18.0,9.33
2026-04-12 05:22:13,39,0,19.5,9.33
2026-04-12 05:22:14,39,0,19.5,9.33
2026-04-12 05:22:14,39,0,19.5,9.33
2026-04-12 05:22:15,40,0,20.0,9.95
2026-04-12 05:22:15,40,0,20.0,9.95
2026-04-12 05:22:16,43,0,21.5,9.95
2026-04-12 05:22:16,42,0,21.0,11.04
2026-04-12 05:22:17,39,0,19.5,11.16
2026-04-12 05:22:17,39,0,19.0,11.18
2026-04-12 05:22:18,39,0,19.0,11.18
2026-04-12 05:22:18,42,0,20.5,11.18
2026-04-12 05:22:19,42,0,20.5,11.18
2026-04-12 05:22:19,42,0,20.5,11.18
2026-04-12 05:22:20,43,0,20.5,11.18
2026-04-12 05:22:20,43,0,21.0,11.18
2026-04-12 05:22:21,45,0,22.5,11.1
2026-04-12 05:22:21,44,0,22.0,12.18
2026-04-12 05:22:22,44,0,22.0,12.18
2026-04-12 05:22:22,43,0,21.0,12.14
2026-04-12 05:22:23,43,0,21.0,12.14
2026-04-12 05:22:23,46,0,22.0,12.14
2026-04-12 05:22:24,46,0,22.5,12.14
2026-04-12 05:22:24,44,0,21.5,11.7
2026-04-12 05:22:25,45,0,21.5,11.7
2026-04-12 05:22:25,45,0,21.5,11.7
2026-04-12 05:22:26,48,0,22.5,11.7
2026-04-12 05:22:26,47,0,23.0,12.52
2026-04-12 05:22:27,47,0,23.0,12.52
2026-04-12 05:22:27,47,0,22.5,12.69
2026-04-12 05:22:28,47,0,22.5,12.69
2026-04-12 05:22:28,50,0,23.5,12.69
2026-04-12 05:22:29,48,0,22.5,14.36
2026-04-12 05:22:29,47,0,22.0,13.96
2026-04-12 05:22:30,48,0,22.0,13.96
2026-04-12 05:22:30,48,0,22.0,13.96
2026-04-12 05:22:31,51,0,23.5,13.96
2026-04-12 05:22:31,51,0,24.0,13.96
2026-04-12 05:22:32,51,0,24.0,13.96
2026-04-12 05:22:32,52,0,24.0,13.96
2026-04-12 05:22:33,51,0,23.5,14.6
2026-04-12 05:22:33,54,0,24.5,14.6
2026-04-12 05:22:34,54,0,24.5,14.6
2026-04-12 05:22:34,53,0,24.0,14.99
2026-04-12 05:22:35,52,0,23.0,14.79
2026-04-12 05:22:35,52,0,23.0,14.79
2026-04-12 05:22:36,55,0,24.0,14.79
2026-04-12 05:22:36,55,0,24.0,14.79
2026-04-12 05:22:37,55,0,24.0,14.79
2026-04-12 05:22:37,55,0,24.0,14.53
2026-04-12 05:22:38,55,0,24.0,14.53
2026-04-12 05:22:38,58,0,25.5,14.53
2026-04-12 05:22:39,58,0,25.5,14.53
2026-04-12 05:22:39,58,0,25.5,14.53
2026-04-12 05:22:40,59,0,25.5,14.53
2026-04-12 05:22:40,59,0,25.5,14.53
2026-04-12 05:22:41,62,0,27.0,14.53
2026-04-12 05:22:41,61,0,26.5,14.86
2026-04-12 05:22:42,59,0,26.5,15.84
2026-04-12 05:22:42,60,0,27.0,15.84
2026-04-12 05:22:43,59,0,26.5,15.74
2026-04-12 05:22:43,62,0,28.0,15.74
2026-04-12 05:22:44,62,0,28.0,15.74
2026-04-12 05:22:44,61,0,27.5,15.6
2026-04-12 05:22:45,62,0,28.0,15.6
2026-04-12 05:22:45,62,0,28.0,15.6
2026-04-12 05:22:46,65,0,29.5,15.6
2026-04-12 05:22:46,64,0,29.5,15.39
2026-04-12 05:22:47,63,0,29.0,16.45
2026-04-12 05:22:47,63,0,29.0,16.45
2026-04-12 05:22:48,63,0,29.5,16.45
2026-04-12 05:22:48,66,0,30.5,16.45
2026-04-12 05:22:49,66,0,30.5,16.45
2026-04-12 05:22:49,65,0,30.5,16.57
2026-04-12 05:22:50,65,0,30.0,16.27
2026-04-12 05:22:50,65,0,30.0,16.27
2026-04-12 05:22:51,66,0,30.5,16.51
2026-04-12 05:22:51,63,0,29.0,17.92
2026-04-12 05:22:52,61,0,28.0,18.21
2026-04-12 05:22:52,62,0,28.0,18.21
2026-04-12 05:22:53,61,0,28.0,18.21
2026-04-12 05:22:53,63,0,29.0,18.21
2026-04-12 05:22:54,63,0,29.0,18.21
2026-04-12 05:22:54,63,0,29.0,18.21
2026-04-12 05:22:55,64,0,29.0,18.21
2026-04-12 05:22:55,64,0,29.0,18.21
2026-04-12 05:22:56,67,0,30.0,18.21
2026-04-12 05:22:56,64,0,28.5,19.01
2026-04-12 05:22:57,62,0,28.5,19.69
2026-04-12 05:22:57,61,0,27.5,20.7
2026-04-12 05:22:58,60,0,27.5,20.59
2026-04-12 05:22:58,63,0,28.5,20.59
2026-04-12 05:22:59,61,0,27.5,20.41
2026-04-12 05:22:59,61,0,27.5,20.41
2026-04-12 05:23:00,62,0,27.5,20.41
2026-04-12 05:23:00,61,0,27.0,20.41
2026-04-12 05:23:01,62,0,27.5,21.13
2026-04-12 05:23:01,59,0,27.5,20.82
2026-04-12 05:23:02,59,0,27.5,20.82
2026-04-12 05:23:02,59,0,27.0,21.39
2026-04-12 05:23:03,59,0,27.5,21.39
2026-04-12 05:23:03,61,0,28.0,21.17
2026-04-12 05:23:04,61,0,28.0,21.17
2026-04-12 05:23:04,61,0,28.0,21.17
2026-04-12 05:23:05,62,0,28.0,21.17
2026-04-12 05:23:05,61,0,27.5,20.95
2026-04-12 05:23:06,63,0,28.0,21.21
2026-04-12 05:23:06,63,0,28.0,21.21
2026-04-12 05:23:07,63,0,28.0,21.21
2026-04-12 05:23:07,63,0,28.0,21.1
2026-04-12 05:23:08,62,0,28.0,21.1
2026-04-12 05:23:08,64,0,28.5,20.94
2026-04-12 05:23:09,63,0,28.0,21.7
2026-04-12 05:23:09,60,0,26.5,22.94
2026-04-12 05:23:10,61,0,26.5,22.94
2026-04-12 05:23:10,61,0,26.5,22.94
2026-04-12 05:23:11,64,0,28.0,22.94
2026-04-12 05:23:11,62,0,27.0,22.85
2026-04-12 05:23:12,62,0,27.0,22.85
2026-04-12 05:23:12,63,0,27.5,22.85
2026-04-12 05:23:13,62,0,27.5,22.87
2026-04-12 05:23:13,64,0,28.0,22.67
2026-04-12 05:23:14,64,0,28.0,22.67
2026-04-12 05:23:14,63,0,27.5,22.78
2026-04-12 05:23:15,64,0,27.5,22.78
2026-04-12 05:23:15,63,0,27.0,23.13
2026-04-12 05:23:16,66,0,29.5,23.13
2026-04-12 05:23:16,66,0,29.5,23.13
2026-04-12 05:23:17,66,0,29.5,23.13
2026-04-12 05:23:17,67,0,29.5,23.13
2026-04-12 05:23:18,67,0,29.5,23.13
2026-04-12 05:23:18,70,0,30.5,23.13
2026-04-12 05:23:19,70,0,31.0,23.13
2026-04-12 05:23:19,68,0,30.5,22.78
2026-04-12 05:23:20,69,0,30.5,22.78
2026-04-12 05:23:20,68,0,30.0,22.67
2026-04-12 05:23:21,69,0,30.5,22.82
2026-04-12 05:23:21,67,0,29.5,24.03
2026-04-12 05:23:22,67,0,29.5,24.03
