Timestamp,Active_Cars,Roadblocks,Congestion_Percent,Average_Time_Sec,Emissions_Est,Throughput_CPM,Spawn_Rate_CPM
2026-04-15 23:42:51,687,0,16.2,4.88,2806.0,4,698
2026-04-15 23:42:51,871,0,20.54,5.49,2966.0,6,884
2026-04-15 23:42:52,1069,0,25.21,5.49,3610.0,6,1082
2026-04-15 23:42:52,1300,0,30.66,6.13,4592.0,7,1314
2026-04-15 23:42:53,1502,0,35.42,6.13,5380.0,7,1516
2026-04-15 23:42:53,1771,0,41.77,6.13,6374.0,7,1785
2026-04-15 23:42:54,1956,0,46.13,5.77,7048.0,8,1971
2026-04-15 23:42:54,2140,0,50.47,7.03,7992.0,10,2157
2026-04-15 23:42:55,2358,0,55.61,6.71,9284.0,11,2376
2026-04-15 23:42:55,2549,0,60.12,7.63,10746.0,16,2572
2026-04-15 23:42:56,2768,0,65.28,7.42,12072.0,17,2792
2026-04-15 23:42:56,2902,0,68.44,7.2,13340.0,18,2927
2026-04-15 23:42:57,3015,0,71.11,7.2,13534.0,18,3040
2026-04-15 23:42:57,3118,0,73.51,7.19,14420.0,21,3146
2026-04-15 23:42:58,3162,0,74.58,6.93,15196.0,24,3193
2026-04-15 23:42:58,3244,0,76.42,6.73,16376.0,27,3278
2026-04-15 23:42:59,3254,0,76.7,7.08,16932.0,35,3296
2026-04-15 23:42:59,3261,0,76.89,7.06,16842.0,39,3307
2026-04-15 23:43:00,3306,0,77.88,7.62,17156.0,45,3358
2026-04-15 23:43:00,3308,0,77.95,7.68,17888.0,50,3365
2026-04-15 23:43:01,3371,0,79.32,7.74,18790.0,54,3432
2026-04-15 23:43:01,3373,0,79.39,7.74,19602.0,54,3434
2026-04-15 23:43:02,3369,0,79.32,7.81,19378.0,58,3434
2026-04-15 23:43:02,3411,0,80.26,7.77,20710.0,60,3478
2026-04-15 23:43:03,3407,0,80.14,8.03,21494.0,65,3479
2026-04-15 23:43:03,3468,0,81.37,8.0,22184.0,69,3544
2026-04-15 23:43:04,3466,0,81.32,8.09,22612.0,71,3544
2026-04-15 23:43:04,3466,0,81.32,8.22,23068.0,72,3545
2026-04-15 23:43:05,3507,0,82.15,8.39,21990.0,75,3589
2026-04-15 23:43:05,3500,0,82.05,8.9,22008.0,83,3590
2026-04-15 23:43:06,3561,0,83.3,9.05,22746.0,86,3654
2026-04-15 23:43:06,3557,0,83.3,9.41,23450.0,90,3654
2026-04-15 23:43:07,3555,0,83.35,9.59,24366.0,94,3656
2026-04-15 23:43:07,3596,0,84.13,9.71,24736.0,96,3700
2026-04-15 23:43:08,3594,0,84.1,9.84,24756.0,99,3701
2026-04-15 23:43:08,3658,0,85.35,9.84,25628.0,100,3766
2026-04-15 23:43:09,3657,0,85.35,9.97,25762.0,102,3767
2026-04-15 23:43:09,3654,0,85.35,10.09,26548.0,105,3767
2026-04-15 23:43:10,3697,0,86.11,10.09,24898.0,105,3811
2026-04-15 23:43:10,3697,0,86.16,10.16,25106.0,106,3812
2026-04-15 23:43:11,3756,0,87.38,10.58,26080.0,111,3876
2026-04-15 23:43:11,3754,0,87.41,10.7,26724.0,113,3876
2026-04-15 23:43:12,3752,0,87.41,10.79,27008.0,114,3876
2026-04-15 23:43:12,3792,0,88.09,11.13,27616.0,118,3920
2026-04-15 23:43:13,3792,0,88.16,11.24,28176.0,119,3921
2026-04-15 23:43:13,3854,0,89.03,11.42,28900.0,121,3985
2026-04-15 23:43:14,3850,0,89.06,11.57,29452.0,123,3985
2026-04-15 23:43:14,3849,0,89.13,11.66,29866.0,124,3985
2026-04-15 23:43:15,3885,0,89.58,11.78,29170.0,126,4029
2026-04-15 23:43:15,3880,0,89.62,12.12,28816.0,131,4030
2026-04-15 23:43:16,3935,0,90.35,12.25,29614.0,133,4094
2026-04-15 23:43:16,3925,0,90.28,12.52,29682.0,138,4094
2026-04-15 23:43:17,3919,0,90.35,12.72,29678.0,141,4094
2026-04-15 23:43:17,3960,0,90.9,12.69,30536.0,142,4136
2026-04-15 23:43:18,3955,0,90.92,12.83,30718.0,144,4137
2026-04-15 23:43:18,4006,0,91.37,13.12,32116.0,148,4201
2026-04-15 23:43:19,4000,0,91.46,13.12,31664.0,148,4201
2026-04-15 23:43:19,3988,0,91.32,13.18,32624.0,149,4200
2026-04-15 23:43:20,4020,0,91.63,13.46,32272.0,152,4244
