Timestamp,Active_Cars,Roadblocks,Congestion_Percent,Average_Time_Sec,Emissions_Est,Throughput_CPM,Spawn_Rate_CPM
2026-04-15 20:11:43,0,0,0.0,0.0,0.0,0,0
2026-04-15 20:11:44,0,0,0.0,0.0,0.0,0,0
2026-04-15 20:11:44,0,0,0.0,0.0,0.0,0,0
2026-04-15 20:11:45,0,0,0.0,0.0,0.0,0,0
2026-04-15 20:11:45,0,0,0.0,0.0,0.0,0,0
2026-04-15 20:11:46,1,0,1.11,0.0,10.0,0,1
2026-04-15 20:11:46,2,0,2.22,0.0,4.0,0,2
2026-04-15 20:11:47,2,0,2.22,0.0,4.0,0,2
2026-04-15 20:11:47,2,0,2.22,0.0,4.0,0,2
2026-04-15 20:11:48,2,0,2.22,0.0,4.0,0,2
2026-04-15 20:11:48,3,0,3.33,0.0,6.0,0,3
2026-04-15 20:11:49,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:49,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:50,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:50,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:51,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:51,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:52,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:52,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:53,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:53,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:54,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:54,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:55,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:55,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:56,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:56,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:57,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:57,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:58,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:58,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:59,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:11:59,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:00,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:00,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:01,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:01,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:02,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:03,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:03,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:04,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:04,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:05,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:05,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:06,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:06,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:07,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:07,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:08,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:08,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:08,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:09,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:09,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:10,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:10,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:11,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:11,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:12,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:12,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:13,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:14,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:14,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:15,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:15,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:16,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:16,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:17,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:17,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:18,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:18,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:19,0,0,0.0,0.0,0.0,0,3
2026-04-15 20:12:19,0,0,0.0,0.0,0.0,0,3
